"","authorID","groupID","match_name","matchID","similarity","confidence","flagged","AU","AF","author_order","address","RP_address","RI","OI","EM","refID","TA","SO","UT","PT","PU","PY","university","country","state","postal_code","city","department"
"7570",7570,3534,NA,NA,NA,NA,0,"Chireshe, F","Chireshe, Farai",2,"World Wide Fund Nat South Africa WWF SA, 1st Floor,Bridge House,Boundary Terraces, ZA-7725 Cape Town, South Africa.",NA,NA,"0000-0003-3612-5748",NA,1496,"Evaluating refinery configurations for deriving sustainable aviation
fuel from ethanol or syncrude","FUEL PROCESSING TECHNOLOGY","WOS:000661887500001","J","ELSEVIER","2021","world wide fund nat south africa wwf sa","south africa",NA,"7725"," cape town","1st floor"
"7571",7571,7571,NA,NA,NA,NA,0,"Gorgens, J","Gorgens, Johann",4,"Stellenbosch Univ, Proc Engn, Cnr Banghoek & Bosnian Rds, Stellenbosch, South Africa.",NA,NA,NA,NA,1496,"Evaluating refinery configurations for deriving sustainable aviation
fuel from ethanol or syncrude","FUEL PROCESSING TECHNOLOGY","WOS:000661887500001","J","ELSEVIER","2021","stellenbosch univ","south africa","stellenbosch",NA,"cnr banghoek & bosnian rds","proc engn"
"7572",7572,7572,NA,NA,NA,NA,0,"Okoro, O","Okoro, Oseweuba",3,"Stellenbosch Univ, Proc Engn, Cnr Banghoek & Bosnian Rds, Stellenbosch, South Africa.",NA,NA,"0000-0002-9291-0225",NA,1496,"Evaluating refinery configurations for deriving sustainable aviation
fuel from ethanol or syncrude","FUEL PROCESSING TECHNOLOGY","WOS:000661887500001","J","ELSEVIER","2021","stellenbosch univ","south africa","stellenbosch",NA,"cnr banghoek & bosnian rds","proc engn"
"7573",7573,3536,NA,NA,NA,NA,0,"Petersen, AM","Petersen, Abdul M.",1,"Stellenbosch Univ, Proc Engn, Cnr Banghoek & Bosnian Rds, Stellenbosch, South Africa.",NA,NA,NA,NA,1496,"Evaluating refinery configurations for deriving sustainable aviation
fuel from ethanol or syncrude","FUEL PROCESSING TECHNOLOGY","WOS:000661887500001","J","ELSEVIER","2021","stellenbosch univ","south africa","stellenbosch",NA,"cnr banghoek & bosnian rds","proc engn"
"7574",7574,7574,"van Dyk, J. Susan",805,0.391304347826087,6,0,"Van Dyk, J","Van Dyk, Johan",5,"Stellenbosch Univ, Proc Engn, Cnr Banghoek & Bosnian Rds, Stellenbosch, South Africa.",NA,NA,NA,NA,1496,"Evaluating refinery configurations for deriving sustainable aviation
fuel from ethanol or syncrude","FUEL PROCESSING TECHNOLOGY","WOS:000661887500001","J","ELSEVIER","2021","stellenbosch univ","south africa","stellenbosch",NA,"cnr banghoek & bosnian rds","proc engn"
"7575",7575,7575,NA,NA,NA,NA,0,"Delina, L","Delina, Laurence",2,"Hong Kong Univ Sci & Technol, Div Environm & Sustainabil, Kowloon, Clear Water Bay, Hong Kong, Peoples R China.",NA,"J-7331-2012","0000-0001-8637-4609",NA,1497,"Soaring sustainably: Promoting the uptake of sustainable aviation fuels
during and post-pandemic","ENERGY RESEARCH & SOCIAL SCIENCE","WOS:000663809800004","J","ELSEVIER","2021","hong kong univ sci & technol","peoples r china","hong kong",NA,"clear water bay","div environm & sustainabil"
"7576",7576,7576,NA,NA,NA,NA,0,"Santos, K","Santos, Kristiana",1,"Hong Kong Univ Sci & Technol, Sch Business & Management, Dept World Bachelor Business, Kowloon, Clear Water Bay, Hong Kong, Peoples R China.",NA,NA,NA,"ksantos@connect.ust.hk",1497,"Soaring sustainably: Promoting the uptake of sustainable aviation fuels
during and post-pandemic","ENERGY RESEARCH & SOCIAL SCIENCE","WOS:000663809800004","J","ELSEVIER","2021","hong kong univ sci & technol","peoples r china","hong kong",NA,"clear water bay","sch business & management"
"7577",7577,7577,NA,NA,NA,NA,0,"Bogason, S","Bogason, Sigurdur",6,"Univ Iceland, Sch Engn & Nat Sci, Dunhagi 5, IS-107 Reykjavik, Iceland.",NA,NA,NA,NA,1498,"Environmental impacts of animal-based food supply chains with market
characteristics","SCIENCE OF THE TOTAL ENVIRONMENT","WOS:000656998700001","J","ELSEVIER","2021","univ iceland","iceland",NA,"107"," reykjavik","sch engn & nat sci"
"7578",7578,7578,NA,NA,NA,NA,0,"Chen, WH","Chen, Wenhao",1,"Univ Coll Dublin, Sch Biosyst & Food Engn, Dublin 4, Ireland.",NA,NA,NA,NA,1498,"Environmental impacts of animal-based food supply chains with market
characteristics","SCIENCE OF THE TOTAL ENVIRONMENT","WOS:000656998700001","J","ELSEVIER","2021","univ coll dublin","ireland","dublin ",NA,"sch biosyst & food engn",NA
"7579",7579,7579,NA,NA,NA,NA,0,"Holden, NM","Holden, Nicholas M.",7,"Univ Coll Dublin, Sch Biosyst & Food Engn, Dublin 4, Ireland.",NA,NA,NA,NA,1498,"Environmental impacts of animal-based food supply chains with market
characteristics","SCIENCE OF THE TOTAL ENVIRONMENT","WOS:000656998700001","J","ELSEVIER","2021","univ coll dublin","ireland","dublin ",NA,"sch biosyst & food engn",NA
"7580",7580,7580,NA,NA,NA,NA,0,"Jafarzadeh, S","Jafarzadeh, Sepideh",2,"SINTEF Ocean, N-7465 Trondheim, Norway.",NA,NA,"0000-0003-0784-1382",NA,1498,"Environmental impacts of animal-based food supply chains with market
characteristics","SCIENCE OF THE TOTAL ENVIRONMENT","WOS:000656998700001","J","ELSEVIER","2021","sintef ocean","norway",NA,"7465"," trondheim",NA
"7581",7581,7581,NA,NA,NA,NA,0,"Mehta, S","Mehta, Shraddha",5,"SINTEF Ocean, N-7465 Trondheim, Norway.",NA,NA,NA,NA,1498,"Environmental impacts of animal-based food supply chains with market
characteristics","SCIENCE OF THE TOTAL ENVIRONMENT","WOS:000656998700001","J","ELSEVIER","2021","sintef ocean","norway",NA,"7465"," trondheim",NA
"7582",7582,7582,NA,NA,NA,NA,0,"Olafsdottir, G","Olafsdottir, Guorun",4,"Univ Iceland, Sch Engn & Nat Sci, Dunhagi 5, IS-107 Reykjavik, Iceland.",NA,"B-6057-2017","0000-0003-1111-7135",NA,1498,"Environmental impacts of animal-based food supply chains with market
characteristics","SCIENCE OF THE TOTAL ENVIRONMENT","WOS:000656998700001","J","ELSEVIER","2021","univ iceland","iceland",NA,"107"," reykjavik","sch engn & nat sci"
"7583",7583,7582,NA,NA,NA,NA,0,"Olafsdottir, G","Olafsdottir, Guorun",4,"Univ Iceland, Sch Engn & Nat Sci, Dunhagi 5, IS-107 Reykjavik, Iceland.",NA,"B-6057-2017","0000-0003-1111-7135",NA,1498,"Environmental impacts of animal-based food supply chains with market
characteristics","SCIENCE OF THE TOTAL ENVIRONMENT","WOS:000656998700001","J","ELSEVIER","2021","univ iceland","iceland",NA,"107"," reykjavik","sch engn & nat sci"
"7584",7584,7582,NA,NA,NA,NA,0,"Olafsdottir, G","Olafsdottir, Guorun",4,"Univ Iceland, Sch Engn & Nat Sci, Dunhagi 5, IS-107 Reykjavik, Iceland.",NA,"AGV-9586-2022","0000-0003-1111-7135",NA,1498,"Environmental impacts of animal-based food supply chains with market
characteristics","SCIENCE OF THE TOTAL ENVIRONMENT","WOS:000656998700001","J","ELSEVIER","2021","univ iceland","iceland",NA,"107"," reykjavik","sch engn & nat sci"
"7585",7585,7582,NA,NA,NA,NA,0,"Olafsdottir, G","Olafsdottir, Guorun",4,"Univ Iceland, Sch Engn & Nat Sci, Dunhagi 5, IS-107 Reykjavik, Iceland.",NA,"AGV-9586-2022","0000-0003-1111-7135",NA,1498,"Environmental impacts of animal-based food supply chains with market
characteristics","SCIENCE OF THE TOTAL ENVIRONMENT","WOS:000656998700001","J","ELSEVIER","2021","univ iceland","iceland",NA,"107"," reykjavik","sch engn & nat sci"
"7586",7586,7586,NA,NA,NA,NA,0,"Thakur, M","Thakur, Maitri",3,"SINTEF Ocean, N-7465 Trondheim, Norway.",NA,NA,NA,NA,1498,"Environmental impacts of animal-based food supply chains with market
characteristics","SCIENCE OF THE TOTAL ENVIRONMENT","WOS:000656998700001","J","ELSEVIER","2021","sintef ocean","norway",NA,"7465"," trondheim",NA
"7587",7587,7587,NA,NA,NA,NA,0,"Al Amran, MIU","Al Amran, Md. Iqram Uddin",5,"Int Union Conservat Nat IUCN, Bangladesh Country Off, Dhaka 1206, Bangladesh.",NA,NA,NA,NA,1499,"Climate Change Mitigation Pathways for the Aviation Sector","SUSTAINABILITY","WOS:000638895000001","J","MDPI","2021","int union conservat nat iucn","bangladesh","dhaka ",NA,"bangladesh country off",NA
"7588",7588,7588,NA,NA,NA,NA,0,"Al Mamun, A","Al Mamun, Abdullah",2,"Univ Utah, Dept Civil & Environm Engn, 110 Cent Campus Dr,MCE-1435, Salt Lake City, UT 84112 USA.",NA,NA,NA,NA,1499,"Climate Change Mitigation Pathways for the Aviation Sector","SUSTAINABILITY","WOS:000638895000001","J","MDPI","2021","univ utah","usa","ut","84112","salt lake city","mce-1435"
"7589",7589,7589,NA,NA,NA,NA,0,"Alismail, FS","Alismail, Fahad Saleh",9,"King Fahd Univ Petr & Minerals, Res Inst, Ctr Environm & Water, Dhahran 31261, Saudi Arabia.",NA,NA,"0000-0002-8743-5706",NA,1499,"Climate Change Mitigation Pathways for the Aviation Sector","SUSTAINABILITY","WOS:000638895000001","J","MDPI","2021","king fahd univ petr & minerals","saudi arabia",NA," 31261","dhahran","res inst"
"7590",7590,7590,NA,NA,NA,NA,0,"Hasan, MA","Hasan, Md Arif",1,"Minist Environm, Sustainable Land Use Delivery Div, 23 Kate Sheppard Pl,POB 10362, Wellington 6011, New Zealand.",NA,NA,"0000-0003-3662-1282",NA,1499,"Climate Change Mitigation Pathways for the Aviation Sector","SUSTAINABILITY","WOS:000638895000001","J","MDPI","2021","minist environm","new zealand","wellington "," 10362","pob","sustainable land use delivery div"
"7591",7591,7591,NA,NA,NA,NA,0,"Khondaker, A","Khondaker, Abu Nasser",6,"King Fahd Univ Petr & Minerals, Res Inst, Ctr Environm & Water, Dhahran 31261, Saudi Arabia.",NA,NA,NA,NA,1499,"Climate Change Mitigation Pathways for the Aviation Sector","SUSTAINABILITY","WOS:000638895000001","J","MDPI","2021","king fahd univ petr & minerals","saudi arabia",NA," 31261","dhahran","res inst"
"7592",7592,7592,NA,NA,NA,NA,0,"Malik, K","Malik, Karim",4,"Wilfrid Laurier Univ, Dept Geog & Environm Studies, Waterloo, ON N2L 3C5, Canada.",NA,NA,NA,NA,1499,"Climate Change Mitigation Pathways for the Aviation Sector","SUSTAINABILITY","WOS:000638895000001","J","MDPI","2021","wilfrid laurier univ","canada",NA," n2l 3c5","on","dept geog & environm studies"
"7593",7593,7380,"Rahman, S. M. Ashrafur",7380,0.44,3,0,"Rahman, SM","Rahman, Syed Masiur",3,"King Fahd Univ Petr & Minerals, Res Inst, Ctr Environm & Water, Dhahran 31261, Saudi Arabia.",NA,"D-4611-2011","0000-0003-3624-0519",NA,1499,"Climate Change Mitigation Pathways for the Aviation Sector","SUSTAINABILITY","WOS:000638895000001","J","MDPI","2021","king fahd univ petr & minerals","saudi arabia",NA," 31261","dhahran","res inst"
"7594",7594,7594,NA,NA,NA,NA,0,"Reshi, O","Reshi, Omer",7,"King Fahd Univ Petr & Minerals, Res Inst, Ctr Environm & Water, Dhahran 31261, Saudi Arabia.",NA,NA,"0000-0002-4324-0931",NA,1499,"Climate Change Mitigation Pathways for the Aviation Sector","SUSTAINABILITY","WOS:000638895000001","J","MDPI","2021","king fahd univ petr & minerals","saudi arabia",NA," 31261","dhahran","res inst"
"7595",7595,7595,NA,NA,NA,NA,0,"Tiwari, SP","Tiwari, Surya Prakash",8,"King Fahd Univ Petr & Minerals, Res Inst, Ctr Environm & Water, Dhahran 31261, Saudi Arabia.",NA,"ABB-9685-2020","0000-0002-8574-3959",NA,1499,"Climate Change Mitigation Pathways for the Aviation Sector","SUSTAINABILITY","WOS:000638895000001","J","MDPI","2021","king fahd univ petr & minerals","saudi arabia",NA," 31261","dhahran","res inst"
"7596",7596,7595,NA,NA,NA,NA,0,"Tiwari, SP","Tiwari, Surya Prakash",8,"King Fahd Univ Petr & Minerals, Res Inst, Ctr Environm & Water, Dhahran 31261, Saudi Arabia.",NA,"ABB-9685-2020","0000-0001-8833-132X",NA,1499,"Climate Change Mitigation Pathways for the Aviation Sector","SUSTAINABILITY","WOS:000638895000001","J","MDPI","2021","king fahd univ petr & minerals","saudi arabia",NA," 31261","dhahran","res inst"
"7597",7597,7597,NA,NA,NA,NA,0,"de Andrade, MHC","de Andrade, Maria Helena Cano",2,"Univ Fed Minas Gerais, Engn Sch, Chem Engn Dept, Av Antonio Carlos 6627, BR-31270901 Belo Horizonte, MG, Brazil.",NA,NA,NA,NA,1500,"Simulation of deoxygenation of vegetable oils for diesel-like fuel
production in continuous reactor","BIOMASS CONVERSION AND BIOREFINERY","WOS:000630847200003","J","SPRINGER HEIDELBERG","2023","univ fed minas gerais","brazil","mg","31270901"," belo horizonte","engn sch"
"7598",7598,7598,NA,NA,NA,NA,0,"Silva, GCR","Silva, Gisele Cristina Rabelo",1,"Univ Fed Sao Joao Del Rei, Campus Ctr Oeste Dona Lindu 400,Sao Sebastiao St, BR-35501029 Divinopolis, MG, Brazil.",NA,"AAR-5936-2020","0000-0002-7769-2485",NA,1500,"Simulation of deoxygenation of vegetable oils for diesel-like fuel
production in continuous reactor","BIOMASS CONVERSION AND BIOREFINERY","WOS:000630847200003","J","SPRINGER HEIDELBERG","2023","univ fed sao joao del rei","brazil","mg","35501029"," divinopolis","campus ctr oeste dona lindu 400"
"7599",7599,2936,NA,2689,NA,NA,0,"Cai, YX","Cai, Yixi",7,"Jiangsu Univ, Sch Automot & Traff Engn, Zhenjiang 212013, Jiangsu, Peoples R China.",NA,NA,NA,NA,1501,"Integrated C-C coupling/hydrogenation of ketones derived from biomass
pyrolysis for aviation fuel over Ni/Mg-Al-O/AC bifunctional catalysts","JOURNAL OF CLEANER PRODUCTION","WOS:000608905300014","J","ELSEVIER SCI LTD","2021","jiangsu univ","peoples r china","jiangsu"," 21201","zhenjiang","sch automot & traff engn"
"7600",7600,7600,NA,NA,NA,NA,0,"Dong, WB","Dong, Wenbin",3,"Jiangsu Univ, Sch Automot & Traff Engn, Zhenjiang 212013, Jiangsu, Peoples R China.",NA,NA,NA,NA,1501,"Integrated C-C coupling/hydrogenation of ketones derived from biomass
pyrolysis for aviation fuel over Ni/Mg-Al-O/AC bifunctional catalysts","JOURNAL OF CLEANER PRODUCTION","WOS:000608905300014","J","ELSEVIER SCI LTD","2021","jiangsu univ","peoples r china","jiangsu"," 21201","zhenjiang","sch automot & traff engn"
"7601",7601,4100,NA,2937,NA,NA,0,"Hu, XG","Hu, Xinggang",2,"Jiangsu Univ, Sch Automot & Traff Engn, Zhenjiang 212013, Jiangsu, Peoples R China.",NA,NA,NA,NA,1501,"Integrated C-C coupling/hydrogenation of ketones derived from biomass
pyrolysis for aviation fuel over Ni/Mg-Al-O/AC bifunctional catalysts","JOURNAL OF CLEANER PRODUCTION","WOS:000608905300014","J","ELSEVIER SCI LTD","2021","jiangsu univ","peoples r china","jiangsu"," 21201","zhenjiang","sch automot & traff engn"
"7602",7602,2691,NA,2691,NA,NA,0,"Li, XH","Li, Xiaohua",4,"Jiangsu Univ, Sch Automot & Traff Engn, Zhenjiang 212013, Jiangsu, Peoples R China.",NA,NA,NA,NA,1501,"Integrated C-C coupling/hydrogenation of ketones derived from biomass
pyrolysis for aviation fuel over Ni/Mg-Al-O/AC bifunctional catalysts","JOURNAL OF CLEANER PRODUCTION","WOS:000608905300014","J","ELSEVIER SCI LTD","2021","jiangsu univ","peoples r china","jiangsu"," 21201","zhenjiang","sch automot & traff engn"
"7603",7603,2940,NA,2692,NA,NA,0,"Shao, SS","Shao, Shanshan",1,"Jiangsu Univ, Sch Automot & Traff Engn, Zhenjiang 212013, Jiangsu, Peoples R China.",NA,NA,NA,NA,1501,"Integrated C-C coupling/hydrogenation of ketones derived from biomass
pyrolysis for aviation fuel over Ni/Mg-Al-O/AC bifunctional catalysts","JOURNAL OF CLEANER PRODUCTION","WOS:000608905300014","J","ELSEVIER SCI LTD","2021","jiangsu univ","peoples r china","jiangsu"," 21201","zhenjiang","sch automot & traff engn"
"7604",7604,4105,NA,2693,NA,NA,0,"Xiao, R","Xiao, Rui",6,"Southeast Univ, Key Lab Energy Thermal Convers & Control, Minist Educ, Nanjing 210096, Peoples R China.",NA,NA,NA,NA,1501,"Integrated C-C coupling/hydrogenation of ketones derived from biomass
pyrolysis for aviation fuel over Ni/Mg-Al-O/AC bifunctional catalysts","JOURNAL OF CLEANER PRODUCTION","WOS:000608905300014","J","ELSEVIER SCI LTD","2021","southeast univ","peoples r china",NA," 21009","nanjing","key lab energy thermal convers & control"
"7605",7605,4107,NA,2694,NA,NA,0,"Zhang, HY","Zhang, Huiyan",5,"Southeast Univ, Key Lab Energy Thermal Convers & Control, Minist Educ, Nanjing 210096, Peoples R China.",NA,NA,NA,NA,1501,"Integrated C-C coupling/hydrogenation of ketones derived from biomass
pyrolysis for aviation fuel over Ni/Mg-Al-O/AC bifunctional catalysts","JOURNAL OF CLEANER PRODUCTION","WOS:000608905300014","J","ELSEVIER SCI LTD","2021","southeast univ","peoples r china",NA," 21009","nanjing","key lab energy thermal convers & control"
"7606",7606,7606,NA,NA,NA,NA,0,"Hurt, M","Hurt, Matthew",1,"Chevron Energy Technol Co, Richmond, CA 94801 USA.",NA,NA,NA,NA,1502,"Liquid Scintillation Counting Method for the Refinery Laboratory-Based
Measurements of Fuels to Support Refinery Bio-Feed Co-Processing","ENERGY & FUELS","WOS:000613197300048","J","AMER CHEMICAL SOC","2021","chevron energy technol co","usa","ca","94801","richmond",NA
"7607",7607,7607,NA,NA,NA,NA,0,"Martinez, J","Martinez, Josephine",2,"Chevron Energy Technol Co, Richmond, CA 94801 USA.",NA,NA,NA,NA,1502,"Liquid Scintillation Counting Method for the Refinery Laboratory-Based
Measurements of Fuels to Support Refinery Bio-Feed Co-Processing","ENERGY & FUELS","WOS:000613197300048","J","AMER CHEMICAL SOC","2021","chevron energy technol co","usa","ca","94801","richmond",NA
"7608",7608,7608,NA,NA,NA,NA,0,"Moir, ME","Moir, Michael E.",5,"Chevron Energy Technol Co, Richmond, CA 94801 USA.",NA,NA,NA,NA,1502,"Liquid Scintillation Counting Method for the Refinery Laboratory-Based
Measurements of Fuels to Support Refinery Bio-Feed Co-Processing","ENERGY & FUELS","WOS:000613197300048","J","AMER CHEMICAL SOC","2021","chevron energy technol co","usa","ca","94801","richmond",NA
"7609",7609,7609,NA,NA,NA,NA,0,"Pradhan, A","Pradhan, Ajit",3,"Chevron Energy Technol Co, Richmond, CA 94801 USA.",NA,NA,NA,NA,1502,"Liquid Scintillation Counting Method for the Refinery Laboratory-Based
Measurements of Fuels to Support Refinery Bio-Feed Co-Processing","ENERGY & FUELS","WOS:000613197300048","J","AMER CHEMICAL SOC","2021","chevron energy technol co","usa","ca","94801","richmond",NA
"7610",7610,7610,NA,NA,NA,NA,0,"Young, M","Young, Michelle",4,"Chevron Energy Technol Co, Richmond, CA 94801 USA.",NA,NA,NA,NA,1502,"Liquid Scintillation Counting Method for the Refinery Laboratory-Based
Measurements of Fuels to Support Refinery Bio-Feed Co-Processing","ENERGY & FUELS","WOS:000613197300048","J","AMER CHEMICAL SOC","2021","chevron energy technol co","usa","ca","94801","richmond",NA
"7611",7611,7611,NA,NA,NA,NA,0,"Maravelias, CT","Maravelias, Christos T.",2,"Univ Wisconsin, Dept Chem & Biol Engn, 1415 Engn Dr, Madison, WI 53706 USA.",NA,"B-1376-2009","0000-0002-4929-1748","maravelias@princeton.edu",1503,"Advanced fuels from ethanol - a superstructure optimization approach","ENERGY & ENVIRONMENTAL SCIENCE","WOS:000611850000027","J","ROYAL SOC CHEMISTRY","2021","univ wisconsin","usa","wi","53706","madison","1415 engn dr"
"7612",7612,7612,NA,NA,NA,NA,0,"Restrepo-Florez, JM","Restrepo-Florez, Juan Manuel",1,"Univ Wisconsin, Dept Chem & Biol Engn, 1415 Engn Dr, Madison, WI 53706 USA.",NA,NA,NA,NA,1503,"Advanced fuels from ethanol - a superstructure optimization approach","ENERGY & ENVIRONMENTAL SCIENCE","WOS:000611850000027","J","ROYAL SOC CHEMISTRY","2021","univ wisconsin","usa","wi","53706","madison","1415 engn dr"
"7613",7613,7613,NA,NA,NA,NA,0,"Benders, R","Benders, Rene",2,"Univ Groningen, Integrated Res Energy Environm & Soc IREES, Energy & Sustainabil Res Inst Groningen ESRIG, Nijenborgh 6, NL-9747 AG Groningen, Netherlands.",NA,NA,NA,NA,1504,"System analysis of the bio-based economy in Colombia: A bottom-up energy
system model and scenario analysis","BIOFUELS BIOPRODUCTS & BIOREFINING-BIOFPR","WOS:000588718300001","J","WILEY","2021","univ groningen","netherlands",NA,"9747"," ag groningen","integrated res energy environm & soc irees"
"7614",7614,7614,NA,NA,NA,NA,0,"Cadena, A","Cadena, Angela",6,"Univ Andes, Modeling & Anal Grp Energy Environm Econ, Sch Engn, Bogota, Colombia.",NA,NA,NA,NA,1504,"System analysis of the bio-based economy in Colombia: A bottom-up energy
system model and scenario analysis","BIOFUELS BIOPRODUCTS & BIOREFINING-BIOFPR","WOS:000588718300001","J","WILEY","2021","univ andes","colombia","bogota",NA,"sch engn","modeling & anal grp energy environm econ"
"7615",7615,7615,NA,NA,NA,NA,0,"Delgado, R","Delgado, Ricardo",3,"Univ Andes, Modeling & Anal Grp Energy Environm Econ, Sch Engn, Bogota, Colombia.",NA,NA,NA,NA,1504,"System analysis of the bio-based economy in Colombia: A bottom-up energy
system model and scenario analysis","BIOFUELS BIOPRODUCTS & BIOREFINING-BIOFPR","WOS:000588718300001","J","WILEY","2021","univ andes","colombia","bogota",NA,"sch engn","modeling & anal grp energy environm econ"
"7616",7616,130,NA,130,NA,NA,0,"Faaij, A","Faaij, Andre",7,"Univ Groningen, Integrated Res Energy Environm & Soc IREES, Energy & Sustainabil Res Inst Groningen ESRIG, Nijenborgh 6, NL-9747 AG Groningen, Netherlands.",NA,NA,NA,NA,1504,"System analysis of the bio-based economy in Colombia: A bottom-up energy
system model and scenario analysis","BIOFUELS BIOPRODUCTS & BIOREFINING-BIOFPR","WOS:000588718300001","J","WILEY","2021","univ groningen","netherlands",NA,"9747"," ag groningen","integrated res energy environm & soc irees"
"7617",7617,7617,NA,NA,NA,NA,0,"Gonzalez-Salazar, M","Gonzalez-Salazar, Miguel",5,"Karlsruhe Inst Technol, Inst Technol Assessment & Syst Anal, Karlsruhe, Germany.",NA,NA,NA,NA,1504,"System analysis of the bio-based economy in Colombia: A bottom-up energy
system model and scenario analysis","BIOFUELS BIOPRODUCTS & BIOREFINING-BIOFPR","WOS:000588718300001","J","WILEY","2021","karlsruhe inst technol","germany","karlsruhe",NA,"inst technol assessment & syst anal","inst technol assessment & syst anal"
"7618",7618,6559,NA,NA,NA,NA,0,"Lap, T","Lap, Tjerk",4,"Univ Groningen, Integrated Res Energy Environm & Soc IREES, Energy & Sustainabil Res Inst Groningen ESRIG, Nijenborgh 6, NL-9747 AG Groningen, Netherlands.",NA,NA,"0000-0001-5366-2225",NA,1504,"System analysis of the bio-based economy in Colombia: A bottom-up energy
system model and scenario analysis","BIOFUELS BIOPRODUCTS & BIOREFINING-BIOFPR","WOS:000588718300001","J","WILEY","2021","univ groningen","netherlands",NA,"9747"," ag groningen","integrated res energy environm & soc irees"
"7619",7619,7619,NA,NA,NA,NA,0,"Younis, A","Younis, Ahmed",1,"Univ Groningen, Integrated Res Energy Environm & Soc IREES, Energy & Sustainabil Res Inst Groningen ESRIG, Nijenborgh 6, NL-9747 AG Groningen, Netherlands.",NA,NA,"0000-0002-6497-3149",NA,1504,"System analysis of the bio-based economy in Colombia: A bottom-up energy
system model and scenario analysis","BIOFUELS BIOPRODUCTS & BIOREFINING-BIOFPR","WOS:000588718300001","J","WILEY","2021","univ groningen","netherlands",NA,"9747"," ag groningen","integrated res energy environm & soc irees"
"7620",7620,7620,NA,NA,NA,NA,0,"Hadef, A","Hadef, Amar",4,"Univ Oum El Bouaghi, Dept Genie Mecan, FSSA, LCMASMTF, Oum El Bouaghi, Algeria.",NA,NA,NA,NA,1505,"Characterization of the combustion of the mixtures biogas-syngas at high
strain rates","FUEL","WOS:000522876500014","J","ELSEVIER SCI LTD","2020","univ oum el bouaghi","algeria","oum el bouaghi",NA,"lcmasmtf","dept genie mecan"
"7621",7621,7621,NA,NA,NA,NA,0,"Mameri, A","Mameri, Abdelbaki",2,"Univ Oum El Bouaghi, Dept Genie Mecan, FSSA, LCMASMTF, Oum El Bouaghi, Algeria.",NA,NA,NA,"a.mameri@univ-oeb.dz",1505,"Characterization of the combustion of the mixtures biogas-syngas at high
strain rates","FUEL","WOS:000522876500014","J","ELSEVIER SCI LTD","2020","univ oum el bouaghi","algeria","oum el bouaghi",NA,"lcmasmtf","dept genie mecan"
"7622",7622,7622,NA,NA,NA,NA,0,"Tabet, F","Tabet, Fouzi",3,"Sci & Technol Univ Oran, LCGE Gaseous Fuels & Environm Lab, BP 1505, El Menaouer 31000, Oran, Algeria.",NA,NA,NA,NA,1505,"Characterization of the combustion of the mixtures biogas-syngas at high
strain rates","FUEL","WOS:000522876500014","J","ELSEVIER SCI LTD","2020","sci & technol univ oran","algeria","oran"," 31000","el menaouer","lcge gaseous fuels & environm lab"
"7623",7623,7623,NA,NA,NA,NA,0,"Zouagri, R","Zouagri, Rima",1,"Univ Oum El Bouaghi, Dept Phys, FSESNV, Oum El Bouaghi, Algeria.",NA,NA,NA,NA,1505,"Characterization of the combustion of the mixtures biogas-syngas at high
strain rates","FUEL","WOS:000522876500014","J","ELSEVIER SCI LTD","2020","univ oum el bouaghi","algeria","oum el bouaghi",NA,"fsesnv","dept phys"
"7624",7624,3081,NA,889,NA,NA,0,"Osseweijer, P","Osseweijer, Patricia",2,"Delft Univ Technol, Dept Biotechnol, Maasweg 9, NL-2629 HZ Delft, Netherlands.",NA,NA,NA," p.osseweijer@tudelft.nl",1506,"Human Health Impacts of Aviation Biofuel Production: Exploring the
Application of Different Life Cycle Impact Assessment (LCIA) Methods for
Biofuel Supply Chains","PROCESSES","WOS:000521167900124","J","MDPI","2020","delft univ technol","netherlands",NA,"2629"," hz delft","dept biotechnol"
"7625",7625,383,NA,NA,NA,NA,0,"Posada, JA","Posada, John A.",3,"Delft Univ Technol, Dept Biotechnol, Maasweg 9, NL-2629 HZ Delft, Netherlands.",NA,"L-2539-2017","0000-0002-3720-0052",NA,1506,"Human Health Impacts of Aviation Biofuel Production: Exploring the
Application of Different Life Cycle Impact Assessment (LCIA) Methods for
Biofuel Supply Chains","PROCESSES","WOS:000521167900124","J","MDPI","2020","delft univ technol","netherlands",NA,"2629"," hz delft","dept biotechnol"
"7626",7626,7626,NA,8494,NA,NA,0,"Wang, ZZ","Wang, Zhizhen",1,"Delft Univ Technol, Dept Biotechnol, Maasweg 9, NL-2629 HZ Delft, Netherlands.",NA,NA,NA,NA,1506,"Human Health Impacts of Aviation Biofuel Production: Exploring the
Application of Different Life Cycle Impact Assessment (LCIA) Methods for
Biofuel Supply Chains","PROCESSES","WOS:000521167900124","J","MDPI","2020","delft univ technol","netherlands",NA,"2629"," hz delft","dept biotechnol"
